mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd,cost_per_kg_payload
M003936,08-08-2010,2010,2010s,United States,Vulcan Centaur,ULA,61,27200,0,Active,SpaceX Starbase,USA,25.99,-97.16,Military/Reconnaissance,LEO,LEO,1402,1,71.7,638,296,69.1,Success,,0,0,143.7,102496.4337
M003937,14-02-2010,2010,2010s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Commercial Payload,GEO,GEO,794,1,21.6,35786,35729,0,Success,,0,0,180,226700.2519
M003938,10-06-2010,2010,2010s,China,Long March 9,CASC,110,140000,0,Development,Xichang Satellite Launch Center,China,28.25,102.03,Space Tourism,LEO,LEO,360,1,14.9,465,319,62.8,Success,0,0,0,109.7,304722.2222
M003939,01-11-2010,2010,2010s,India,PSLV,ISRO,44,3800,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Rideshare,LEO,LEO,348,1,16.6,521,242,63,Launch Failure,,0,0,89,255747.1264
M003940,03-10-2010,2010,2010s,China,Zhuque-2,LandSpace,49,6000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Communications/Telecom,GEO,GEO,2870,1,169.9,35786,35700,0,Success,,0,0,82.3,28675.95819
M003941,10-08-2010,2010,2010s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Rideshare,LEO,LEO,874,1,24,470,382,47.8,Success,,0,0,88.2,100915.3318
M003942,18-01-2010,2010,2010s,United States,Saturn V,NASA,111,140000,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,Lunar Transfer,Lunar Orbit,8271,1,211.2,,,5,Success,90,2,0,185,22367.30746
M003943,06-10-2010,2010,2010s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Rideshare,LEO,LEO,180,1,7.1,529,447,69,Success,,0,0,163.9,910555.5556
M003944,01-02-2010,2010,2010s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Commercial Payload,LEO,LEO,585,1,22.2,540,427,29.5,Partial Failure,,0,0,155.3,265470.0855
M003945,21-05-2010,2010,2010s,China,Long March 3,CASC,54,8500,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Commercial Payload,SSO,SSO,4083,1,206.2,559,540,97.9,Success,,0,0,194.8,47710.01714
M003946,06-10-2010,2010,2010s,United States,Saturn V,NASA,111,140000,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,GEO,GEO,3907,1,178.2,35786,35609,0,Success,,0,0,185,47350.90863
M003947,13-03-2010,2010,2010s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Rocket Lab LC-2,USA,37.85,-75.49,Human Spaceflight,Lunar Transfer,Lunar Orbit,7544,1,325.5,,,99.3,Success,90,4,0,168.4,22322.3754
M003948,12-11-2010,2010,2010s,China,Long March 3,CASC,54,8500,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Military/Reconnaissance,GEO,GEO,4406,1,253.7,35786,35713,0,Success,,0,0,61.4,13935.54244
M003949,19-04-2010,2010,2010s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Rideshare,LEO,LEO,242,1,7.1,571,475,41.1,Success,,0,0,95.4,394214.876
M003950,13-02-2010,2010,2010s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Navigation/GPS,LEO,MEO,1230,1,39.9,530,212,95.9,Success,,0,0,82.9,67398.37398
M003951,03-05-2010,2010,2010s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Rideshare,LEO,LEO,1450,1,67.3,532,420,87.8,Success,,0,0,149.9,103379.3103
M003952,14-06-2010,2010,2010s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Science/Astronomy,LEO,HEO,313,1,14.1,645,287,31.8,Success,,0,0,185,591054.3131
M003953,18-06-2010,2010,2010s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Commercial Payload,SSO,SSO,1450,1,69.7,640,638,97.4,Success,,0,0,175.1,120758.6207
M003954,16-03-2010,2010,2010s,China,Long March 2,CASC,43,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,1077,1,32.4,543,208,87.3,Success,,0,0,148.9,138254.4104
M003955,23-11-2010,2010,2010s,United States,Titan II,USAF,31,3175,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Science/Astronomy,LEO,L2 Halo,2720,2,157.2,446,245,58.2,Success,,0,0,54.3,19963.23529
M003956,13-09-2010,2010,2010s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Communications/Telecom,GEO,GEO,10914,3,477.7,35786,35675,0,Success,,0,0,172.2,15777.89995
M003957,21-01-2010,2010,2010s,United States,Saturn V,NASA,111,140000,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Earth Observation,LEO,Earth Orbit,1642,1,80.8,532,460,52,Success,,0,0,185,112667.4787
M003958,08-03-2010,2010,2010s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Commercial Payload,SSO,SSO,3499,1,170.6,583,577,98.5,Success,,0,0,113.7,32494.99857
M003959,29-06-2010,2010,2010s,China,Long March 6,CASC,29,1080,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Commercial Payload,SSO,SSO,1080,1,48,577,552,97.7,Success,,0,0,166.4,154074.0741
M003960,06-07-2010,2010,2010s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Commercial Payload,GEO,GEO,1140,1,55.9,35786,35675,0,Success,,0,0,127.7,112017.5439
M003961,26-01-2010,2010,2010s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Mars Mission,LEO,Mars Orbit,719,1,31.2,421,383,43,Success,213,0,0,53.6,74547.98331
M003962,13-10-2010,2010,2010s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Rideshare,LEO,LEO,306,1,12.8,463,208,96.3,Mission Failure,,0,0,61.4,200653.5948
M003963,19-12-2010,2010,2010s,China,Long March 8,CASC,51,8400,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Mars Mission,LEO,Mars Surface,1415,1,63.7,461,373,55.3,Success,52,0,0,137.4,97102.4735
M003964,14-05-2010,2010,2010s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Commercial Payload,GEO,GEO,300,1,11.6,35786,35776,0,Success,,0,0,7.3,24333.33333
M003965,10-06-2010,2010,2010s,Russia,Angara-1.2,Roscosmos,42,3800,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Rideshare,LEO,LEO,145,1,5,430,368,59.9,Success,,0,0,189.6,1307586.207
M003966,10-08-2010,2010,2010s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Rideshare,LEO,LEO,511,1,17.8,438,311,67,Success,,0,0,65.7,128571.4286
M003967,21-07-2010,2010,2010s,United States,Titan IV,USAF,62,21680,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Navigation/GPS,LEO,MEO,2198,1,114.9,449,447,55.3,Success,,0,0,119.5,54367.60692
M003968,02-01-2010,2010,2010s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Communications/Telecom,GEO,GEO,4128,1,128.1,35786,35690,0,Success,,0,0,92.1,22311.04651
M003969,09-06-2010,2010,2010s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Navigation/GPS,LEO,MEO,2261,1,66.5,611,330,82.7,Success,,0,0,120.6,53339.23043
M003970,05-03-2010,2010,2010s,China,Long March 3,CASC,54,8500,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Space Tourism,Sub-orbital,Sub-orbital,1653,1,72.7,109,0,74.6,Success,0,0,0,198.8,120266.1827
M003971,03-05-2010,2010,2010s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,LEO,LEO,7020,1,248.6,414,399,95.8,Success,180,5,0,81.7,11638.17664
M003972,02-09-2010,2010,2010s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Commercial Payload,LEO,LEO,1602,1,57.4,390,381,56.7,Success,,0,0,199,124219.7253
M003973,14-09-2010,2010,2010s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Earth Observation,LEO,Earth Orbit,190,1,6.5,404,214,76.4,Success,,0,0,144.1,758421.0526
M003974,24-05-2010,2010,2010s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,Earth Orbit,2273,1,105.8,383,301,84.9,Success,,0,0,49.9,21953.3656
M003975,19-02-2010,2010,2010s,United States,Falcon 9,SpaceX,70,22800,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Commercial Payload,SSO,SSO,915,1,34.9,578,551,97.7,Success,,0,0,62.7,68524.59016
M003976,06-03-2010,2010,2010s,China,Long March 2,CASC,43,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,169,3,8.8,506,453,42,Success,,0,0,151.8,898224.8521
M003977,05-08-2010,2010,2010s,China,Long March 7,CASC,53,13500,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Earth Observation,LEO,Earth Orbit,891,1,24.7,479,307,49.3,Success,,0,0,55,61728.39506
M003978,02-06-2010,2010,2010s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Human Spaceflight,Lunar Transfer,Lunar Orbit,8279,1,336.9,,,5.4,Success,7,3,0,140.8,17006.88489
M003979,29-06-2010,2010,2010s,United States,Saturn V,NASA,111,140000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Human Spaceflight,ISS Docking,ISS,10000,1,438.6,627,500,51,Success,90,4,0,185,18500
M003980,26-12-2010,2010,2010s,United States,Titan IV,USAF,62,21680,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Commercial Payload,LEO,LEO,2875,2,94.5,502,350,52.8,Success,,0,0,60.5,21043.47826
M003981,29-06-2010,2010,2010s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Space Tourism,ISS Docking,ISS,2300,1,60.8,618,261,52,Success,0,0,0,58.1,25260.86957
M003982,13-02-2010,2010,2010s,Europe,Ariane 5,Arianespace,54,20000,0,Retired,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Rideshare,LEO,LEO,379,1,11.8,398,248,47,Success,,0,0,156.7,413456.4644
M003983,17-01-2010,2010,2010s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Space Tourism,ISS Docking,ISS,1068,1,61.7,460,290,51.6,Success,10,0,0,90.7,84925.09363
M003984,26-10-2010,2010,2010s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Rideshare,LEO,LEO,258,2,14.2,439,366,32.2,Success,,0,0,172.1,667054.2636
M003985,25-04-2010,2010,2010s,United States,Falcon 9,SpaceX,70,22800,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Rideshare,LEO,LEO,799,1,26.5,594,430,74.3,Launch Failure,,0,0,71.8,89862.32791
M003986,23-02-2010,2010,2010s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Commercial Payload,GEO,GEO,1298,1,77.6,35786,35693,0,Success,,0,0,250.8,193220.339
M003987,14-01-2010,2010,2010s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Commercial Payload,SSO,SSO,5000,1,268.6,742,740,97.6,Success,,0,0,166.5,33300
M003988,22-10-2010,2010,2010s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,1540,1,81.1,35786,35611,0,Success,,0,0,158.8,103116.8831
M003989,04-07-2010,2010,2010s,New Zealand,Sputnik/R-7,OKB-1,28,500,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Rideshare,LEO,LEO,500,2,24.2,425,204,57.3,Success,,0,0,163.6,327200
M003990,08-02-2010,2010,2010s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Rideshare,LEO,LEO,652,1,28.1,488,466,78.6,Success,,0,0,123.8,189877.3006
M003991,03-08-2010,2010,2010s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,2000,1,94.2,635,306,64.5,Success,,0,0,184.6,92300
M003992,26-03-2010,2010,2010s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Commercial Payload,LEO,LEO,5937,1,338.7,647,455,93.9,Success,,0,0,148.9,25080.00674
M003993,27-02-2010,2010,2010s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,2960,1,74.8,351,338,90.2,Success,,0,0,50.4,17027.02703
M003994,12-06-2010,2010,2010s,United States,Titan II,USAF,31,3175,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Human Spaceflight,Lunar Transfer,Moon Surface,3175,1,137.1,,,94,Success,1,3,0,59.8,18834.64567
M003995,10-09-2010,2010,2010s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Rocket Lab LC-2,USA,37.85,-75.49,Rideshare,LEO,LEO,280,1,11.5,628,618,66.6,Success,,0,0,102.5,366071.4286
M003996,06-07-2010,2010,2010s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Earth Observation,LEO,Earth Orbit,1007,1,58,499,318,86.6,Success,,0,0,169.7,168520.3575
M003997,06-05-2010,2010,2010s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Commercial Payload,LEO,LEO,4155,1,126.3,528,425,50.3,Partial Failure,,0,0,148.6,35764.13959
M003998,23-02-2010,2010,2010s,United States,Neutron,Rocket Lab,40,13000,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Communications/Telecom,GEO,GEO,2942,1,144.8,35786,35624,0,Success,,0,0,82.9,28178.11013
M003999,06-03-2010,2010,2010s,China,Long March 8,CASC,51,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Space Tourism,LEO,LEO,1329,1,71.6,377,283,63.9,Success,0,0,0,132.2,99473.28819
M004000,24-01-2010,2010,2010s,United States,Electron,Rocket Lab,18,300,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Earth Observation,LEO,Earth Orbit,300,1,14.9,489,444,84.1,Success,,0,0,8.9,29666.66667
M004001,23-07-2010,2010,2010s,China,Long March 4,CASC,45,4200,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,945,1,26.7,499,386,36.4,Success,,0,0,73.2,77460.31746
M004002,19-07-2010,2010,2010s,China,Long March 9,CASC,110,140000,0,Development,Wenchang Space Launch Center,China,19.61,110.95,Human Spaceflight,ISS Docking,ISS,5733,1,211.8,432,294,51.4,Success,7,3,0,55.3,9645.909646
M004003,21-09-2010,2010,2010s,China,Long March 7,CASC,53,13500,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Communications/Telecom,GEO,GEO,1648,1,80.2,35786,35689,0,Success,,0,0,125.1,75910.19417
M004004,21-06-2010,2010,2010s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Earth Observation,LEO,Earth Orbit,300,1,12.3,577,348,58.3,Success,,0,0,128.3,427666.6667
M004005,19-04-2010,2010,2010s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Communications/Telecom,GEO,GEO,717,1,19.5,35786,35764,0,Success,,0,0,129.4,180474.198
M004006,29-03-2010,2010,2010s,United States,Falcon 9,SpaceX,70,22800,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Commercial Payload,GEO,GEO,622,1,28.4,35786,35615,0,Success,,0,0,70.8,113826.3666
M004007,28-09-2010,2010,2010s,India,PSLV,ISRO,44,3800,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Communications/Telecom,GEO,GEO,2305,1,80.9,35786,35603,0,Success,,0,0,81.9,35531.45336
M004008,18-06-2010,2010,2010s,S.Korea,Proton-M,Roscosmos,58,23000,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Space Tourism,ISS Docking,ISS,2472,1,88.7,500,360,51.8,Success,10,0,0,73.1,29571.19741
M004009,08-07-2010,2010,2010s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,2459,1,85,35786,35702,0,Success,,0,0,104.4,42456.28304
M004010,20-03-2010,2010,2010s,United States,Falcon 9,SpaceX,70,22800,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,LEO,11721,1,399.2,617,311,74.4,Success,,0,0,63,5374.968006
M004011,15-10-2010,2010,2010s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Plesetsk Cosmodrome,Russia,62.93,40.57,Commercial Payload,GEO,GEO,1138,1,56.8,35786,35629,0,Success,,0,0,123.5,108523.7258
M004012,12-09-2010,2010,2010s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Navigation/GPS,LEO,MEO,1173,1,54.2,362,325,90.7,Success,,0,0,149.1,127109.9744
M004013,05-12-2010,2010,2010s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Commercial Payload,SSO,SSO,4065,1,185.4,588,583,98.1,Success,,0,0,82.5,20295.20295
M004014,05-11-2010,2010,2010s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Human Spaceflight,Lunar Transfer,Moon Surface,8421,1,441.8,,,47.2,Success,90,3,0,106,12587.57867
M004015,06-08-2010,2010,2010s,China,Long March 7,CASC,53,13500,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Military/Reconnaissance,GEO,GEO,471,2,16.6,35786,35617,0,Success,,0,0,169,358811.0403
M004016,14-07-2010,2010,2010s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Baikonur LC-31,Kazakhstan,45.99,63.56,Commercial Payload,SSO,SSO,1200,1,41.3,590,573,97.9,Success,,0,0,137.3,114416.6667
M004017,27-08-2010,2010,2010s,Russia,Soyuz-2.1a,Roscosmos,46,7020,0,Active,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,3058,1,168.7,583,548,53.3,Success,,0,0,185.9,60791.36691
M004018,26-08-2010,2010,2010s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Vostochny Cosmodrome,Russia,51.88,128.33,Rideshare,LEO,LEO,494,1,21.9,425,366,55.4,Success,,0,0,190.4,385425.1012
M004019,07-01-2010,2010,2010s,China,Long March 8,CASC,51,8400,0,Active,Jiuquan Satellite Launch Center,China,40.96,100.29,Rideshare,LEO,LEO,108,1,5.4,357,277,68.8,Success,,0,0,135.3,1252777.778
M004020,01-10-2011,2011,2010s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-39A,USA,28.61,-80.6,Earth Observation,LEO,Earth Orbit,4449,1,207.1,439,337,51.1,Success,,0,0,341,76646.4374
M004021,23-10-2011,2011,2010s,India,GSLV,ISRO,49,5000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Rideshare,LEO,LEO,123,1,5.2,445,276,51.4,Success,,0,0,107.6,874796.748
M004022,14-02-2011,2011,2010s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,SpaceX Starbase,USA,25.99,-97.16,Earth Observation,LEO,Earth Orbit,1691,1,55.9,364,223,96,Success,,0,0,132.9,78592.54879
M004023,06-07-2011,2011,2010s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,LEO,LEO,8579,1,415.7,415,334,63.2,Success,,0,0,123.3,14372.30446
M004024,10-02-2011,2011,2010s,India,LVM3,ISRO,43,10000,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Commercial Payload,LEO,LEO,3558,1,114.8,436,387,39.7,Success,,0,0,129.4,36368.74649
M004025,20-07-2011,2011,2010s,United States,Saturn V,NASA,111,140000,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Lunar,LEO,Lunar Transfer,3029,1,94.1,442,440,59.5,Success,432,0,0,185,61076.26279
M004026,17-12-2011,2011,2010s,China,Long March 5,CASC,57,25000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Commercial Payload,GEO,GEO,871,1,47.9,35786,35717,0,Success,,0,0,157.8,181171.0677
M004027,13-02-2011,2011,2010s,China,Long March 6,CASC,29,1080,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Commercial Payload,LEO,LEO,1080,1,37.3,360,206,77,Success,,0,0,99.1,91759.25926
M004028,18-06-2011,2011,2010s,China,Long March 4,CASC,45,4200,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Science/Astronomy,LEO,Earth Orbit,3833,1,99.3,628,278,40.7,Success,,0,0,160.6,41899.29559
M004029,30-12-2011,2011,2010s,Russia,Soyuz-2.1b,Roscosmos,46,8200,0,Active,Plesetsk Cosmodrome,Russia,62.93,40.57,Technology Demo,LEO,LEO,1212,1,69,373,320,92.2,Success,,0,0,152.6,125907.5908
M004030,22-01-2011,2011,2010s,China,Kuaizhou-1A,CASIC,20,300,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Communications/Telecom,GEO,GEO,300,1,14.4,35786,35727,0,Success,,0,0,123.9,413000
M004031,10-03-2011,2011,2010s,Russia,Angara-A5,Roscosmos,64,24500,0,Active,Vostochny Cosmodrome,Russia,51.88,128.33,Lunar,Lunar Transfer,Lunar Orbit,1310,1,51.2,,,81,Success,110,0,0,105.7,80687.0229
M004032,05-09-2011,2011,2010s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Human Spaceflight,Lunar Transfer,Lunar Orbit,300,1,16.3,,,3.5,Success,14,5,0,8.2,27333.33333
M004033,04-06-2011,2011,2010s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,GEO,GEO,601,1,20.8,35786,35741,0,Success,,0,0,198.2,329783.6938
M004034,10-07-2011,2011,2010s,United States,New Glenn,Blue Origin,98,45000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,LEO,LEO,2002,1,90.9,354,291,85.9,Success,,0,0,66.4,33166.83317
M004035,21-02-2011,2011,2010s,Russia,Proton-M,Roscosmos,58,23000,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Lunar Orbit,9726,1,326,,,14.6,Launch Failure,365,3,0,168.7,17345.26013
M004036,01-06-2011,2011,2010s,United States,Titan II,USAF,31,3175,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Science/Astronomy,LEO,L2 Halo,900,1,39.6,534,384,65,Success,,0,0,68.7,76333.33333
M004037,14-08-2011,2011,2010s,Russia,Soyuz-FG,Roscosmos,46,7150,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Lunar Orbit,7150,1,293.8,,,83.7,Success,365,6,0,72.2,10097.9021
M004038,12-12-2011,2011,2010s,United States,Saturn V,NASA,111,140000,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Commercial Payload,LEO,LEO,1148,1,36.7,563,252,71.1,Success,,0,0,185,161149.8258
M004039,15-06-2011,2011,2010s,China,Long March 6,CASC,29,1080,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Rideshare,LEO,LEO,352,1,19,626,226,48.5,Success,,0,0,51.1,145170.4545
M004040,14-12-2011,2011,2010s,China,Zhuque-2,LandSpace,49,6000,0,Active,Taiyuan Satellite Launch Center,China,38.85,111.61,Communications/Telecom,GEO,GEO,573,1,16.9,35786,35750,0,Success,,0,0,56.4,98429.31937
M004041,03-07-2011,2011,2010s,Iran,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Palmachim Airbase,Israel,31.89,34.69,Rideshare,LEO,LEO,179,1,8.9,445,375,83.4,Success,,0,0,93.9,524581.0056
M004042,03-01-2011,2011,2010s,United States,New Glenn,Blue Origin,98,45000,1,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Lunar,Lunar Transfer,Lunar Orbit,5839,1,272.1,,,13.6,Success,980,0,0,73.4,12570.64566
M004043,02-06-2011,2011,2010s,Japan,H-IIA,JAXA/MHI,53,10000,0,Retired,Uchinoura Space Center,Japan,31.25,131.08,Rideshare,LEO,LEO,174,1,5.7,631,323,92.1,Success,,0,0,153.2,880459.7701
M004044,15-09-2011,2011,2010s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,HEO,380,1,11.9,588,328,96.4,Success,,0,0,149,392105.2632
M004045,12-01-2011,2011,2010s,India,PSLV,ISRO,44,3800,0,Active,Satish Dhawan Space Centre,India,13.73,80.24,Commercial Payload,LEO,LEO,2333,1,101.8,622,212,32.8,Success,,0,0,106.3,45563.65195
M004046,12-12-2011,2011,2010s,United States,Space Shuttle,NASA,56,27500,1,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Commercial Payload,SSO,SSO,1738,1,52,560,542,98.2,Success,,0,0,95.7,55063.29114
